"FIPS","State","County","X","Y","2012","2013","2014","2015","2016"
16083,"Idaho","Twin Falls County",-1518120.984,2300267.587,"37.4","57.8","56.3","58","57.5"
16085,"Idaho","Valley County",-1535250.079,2578283.092,"44.4","59.2","55.9","61.1","63.4"
16087,"Idaho","Washington County",-1636857.869,2564434.367,"49.9","47.5","45.6","48.4","46.7"
17001,"Illinois","Adams County",407066.4993,1895954.757,"38.7","63.1","64.6","65.1","65"
17003,"Illinois","Alexander County",585384.5874,1592747.724,"40.1","40.8","38.3","40.9","46.4"
17005,"Illinois","Bond County",563660.606,1781706.611,"39","63.9","61.2","58.8","55.4"
17007,"Illinois","Boone County",587100.1614,2169195.568,"50","48.3","49.5","51.7","53.6"
17009,"Illinois","Brown County",444266.0502,1894972.036,"36.8","41","45.2","46.8","47.7"
17011,"Illinois","Bureau County",536515.9581,2062504.789,"50.6","53.7","54.5","55.9","58.1"
17013,"Illinois","Calhoun County",456265.5936,1806617.73,"38.7","65.2","63","61.4","67.7"
17015,"Illinois","Carroll County",498216.9023,2134430.267,"49.2","55","56.2","53.8","50.9"
17017,"Illinois","Cass County",486663.0306,1898789.471,"52.2","40.2","39.7","43.3","43.7"
17019,"Illinois","Champaign County",658076.0343,1929652.97,"60.3","77.4","77.6","78.2","78.3"
17021,"Illinois","Christian County",571990.6866,1856313.102,"41.9","54.1","53.7","53.5","52.5"
17023,"Illinois","Clark County",700507.5017,1842630.262,"61.3","64.3","60.6","63.1","66.4"
17025,"Illinois","Clay County",645848.3698,1772882.142,"58.3","57","52.9","53.5","53.5"
17027,"Illinois","Clinton County",566914.4628,1750414.349,"60.5","66.7","67.7","66.8","66.7"
17029,"Illinois","Coles County",661895.1503,1860399.975,"41.3","62.7","63","64.6","64.6"
17031,"Illinois","Cook County",673949.122,2121998.073,"37.4","65.6","66.6","67","67.6"
17033,"Illinois","Crawford County",706145.6556,1805972.69,"56.7","61","62.3","61.8","60.7"
17035,"Illinois","Cumberland County",662547.432,1832699.946,"46.8","57.1","57.1","61","59.4"
17037,"Illinois","Dekalb County",595136.2066,2121599.012,"34.9","69.8","69.7","72.1","73.8"
17039,"Illinois","De Witt County",598457.6664,1928874.849,"75","52.7","54.3","54.4","58.6"
17041,"Illinois","Douglas County",659947.2211,1888205.37,"35","48.7","49.8","50.3","50"
17043,"Illinois","Dupage County",651714.5842,2121473.541,"56.6","76.4","77","76.8","76.9"
17045,"Illinois","Edgar County",700766.7686,1881413.157,"42.1","54.7","57.7","60.6","60.6"
17047,"Illinois","Edwards County",686478.8323,1738182.126,"40.2","67","65","62.5","62"
17049,"Illinois","Effingham County",634655.7402,1806321.94,"37.7","65.8","66.7","66.6","67.5"
17051,"Illinois","Fayette County",597979.4233,1796862.04,"38.8","49.5","48.9","51","48.5"
17053,"Illinois","Ford County",651894.0934,1980498.899,"42.5","58.7","64.4","63","60.6"
17055,"Illinois","Franklin County",614978.6711,1684849.55,"39.1","63.7","64.1","63","60.1"
17057,"Illinois","Fulton County",486639.5911,1954730.872,"57.8","54.1","55.6","58.7","58.8"
17059,"Illinois","Gallatin County",677192.2035,1663901.039,"40.2","53.8","53.8","61","62.5"
17061,"Illinois","Greene County",478664.9749,1828978.597,"52.7","49.2","52.5","52.3","50.6"
17063,"Illinois","Grundy County",629378.0775,2056079.226,"49","63","62.5","62.7","65.5"
17065,"Illinois","Hamilton County",647597.6986,1697407.099,"42","59.6","63","63","67.6"
17067,"Illinois","Hancock County",406690.8731,1942552.527,"41.5","58.1","59","61.2","59"
17069,"Illinois","Hardin County",676299.8136,1636346.6,"47.6","52.9","59.6","59.6","61.6"
17071,"Illinois","Henderson County",424357.7475,1989929.64,"49.7","60.4","60.4","59.7","61.2"
17073,"Illinois","Henry County",486925.4675,2053562.272,"48.7","61","62.2","61.8","60.2"
17075,"Illinois","Iroquois County",683783.7039,2000118.731,"49.9","57.9","59.2","57.2","57.1"
17077,"Illinois","Jackson County",576828.9237,1658826.473,"37.2","75.1","76.7","75.6","74.4"
17079,"Illinois","Jasper County",672356.5616,1803871.269,"50.1","63.3","66.2","65.9","66.2"
17081,"Illinois","Jefferson County",612410.2235,1719281.61,"46.7","55.6","57.9","56.2","56.9"
17083,"Illinois","Jersey County",483339.2524,1798855.806,"51.8","68.3","70.6","71.8","71.1"
17085,"Illinois","Jo Daviess County",473345.9748,2166201.884,"48.2","62.4","64","64.7","65.3"
17087,"Illinois","Johnson County",623193.8246,1625608.774,"51","45.8","47.7","48.5","49.6"
17089,"Illinois","Kane County",622754.4192,2128881.735,"50.1","58.7","58.9","59","59.3"
17091,"Illinois","Kankakee County",676918.6931,2043410.479,"49.7","58.4","57.5","58.9","60"
17093,"Illinois","Kendall County",625838.4315,2090080.249,"71.7","75.9","76.7","75.1","75.5"
17095,"Illinois","Knox County",483033.4513,2006025.485,"53.5","58.6","58.1","57.5","56.8"
17097,"Illinois","Lake County",654010.9262,2174576.605,"64.6","67.7","67.8","68.3","67.8"
17099,"Illinois","Lasalle County",590162.3085,2059574.309,"36.6","57","58","58.3","58.8"
17101,"Illinois","Lawrence County",711664.0176,1774580.005,"28.6","43.8","45.4","43.8","43"
17103,"Illinois","Lee County",552778.5241,2102030.034,"43.3","54.7","56.2","55","53.7"
17105,"Illinois","Livingston County",621330.8471,2011196.251,"35.4","53.1","51.9","52.9","53.5"
17107,"Illinois","Logan County",559814.6766,1920479.975,"31.2","54.3","55.8","54.9","59.8"
17109,"Illinois","Mcdonough County",447283.5743,1950678.021,"58","73","71.7","72.6","70.4"
17111,"Illinois","Mchenry County",617362.4565,2171718.996,"38.5","69.7","70.9","71","71.8"
17113,"Illinois","Mclean County",600536.6534,1964550.582,"67","76","76","76.7","76.6"
17115,"Illinois","Macon County",596210.2982,1893370.841,"57.6","60","61.5","61.5","63.7"
17117,"Illinois","Macoupin County",519056.4953,1820781.153,"59.6","61.7","62.7","63.8","63.2"
17119,"Illinois","Madison County",523819.1595,1772684.132,"25.8","66.7","67.2","68.1","69.4"
17121,"Illinois","Marion County",609923.9399,1758368.246,"58.4","57.2","59.1","58.3","60.7"
17123,"Illinois","Marshall County",554626.5053,2022155.039,"25.8","57.8","56.4","55.1","59.1"
17125,"Illinois","Mason County",512705.0699,1930207.889,"57.3","58.2","58.1","55.8","53.5"
17127,"Illinois","Massac County",640407.0161,1599907.835,"41.9","55.7","60.2","59.4","58.8"
17129,"Illinois","Menard County",523940.9032,1907108.567,"35.4","55.6","59.1","57.7","58"
17131,"Illinois","Mercer County",437331.3861,2034116.643,"42.8","58.6","59","60.1","61.8"
17133,"Illinois","Monroe County",504231.2752,1709491.249,"54.2","73","73.8","73.3","72.9"
17135,"Illinois","Montgomery County",557307.5894,1819917.254,"47.5","51.6","54","53.4","51.7"
17137,"Illinois","Morgan County",492355.3568,1870168.118,"45.6","55.7","57.4","56.3","57.6"
17139,"Illinois","Moultrie County",627069.857,1871147.751,"49.9","50.9","49.3","52.9","56.5"
17141,"Illinois","Ogle County",548736.1865,2134979.94,"49.8","59.7","61.2","62.7","63.4"
17143,"Illinois","Peoria County",521879.7756,1992375.169,"56.2","66.4","67.7","67.6","68.3"
17145,"Illinois","Perry County",575794.9081,1692395.376,"51","56.6","57.7","57.3","55.7"
17147,"Illinois","Piatt County",626231.313,1912526.973,"60.4","70.4","70.2","71.5","72.1"
17149,"Illinois","Pike County",434771.5001,1856389.756,"65.1","46.5","49.8","53.6","57.5"
17151,"Illinois","Pope County",651516.2495,1622562.713,"70.4","68","63.6","61.4","63.5"
17153,"Illinois","Pulaski County",603557.2288,1597541.312,"46.4","47.3","53.9","54.1","58.1"
17155,"Illinois","Putnam County",558179.6092,2041574.532,"62.6","56","56.7","58.2","58.4"
17157,"Illinois","Randolph County",536299.3657,1686093.491,"59.9","46.3","48.9","49.7","50.4"
17159,"Illinois","Richland County",680968.0111,1771033.702,"58.8","65.6","66.4","65.6","65.6"
17161,"Illinois","Rock Island County",450036.5993,2064222.779,"58.4","62.2","62.8","62.8","62.9"
17163,"Illinois","St. Clair County",524396.5904,1732291.555,"52.8","65.8","67.2","67.2","67.8"
17165,"Illinois","Saline County",650278.3579,1660709.808,"35.7","63.8","60.3","59.7","58"
17167,"Illinois","Sangamon County",537999.0322,1877832.849,"72.6","70.4","70.5","71.2","71.6"
17169,"Illinois","Schuyler County",454419.4571,1917586.359,"56.7","57.5","58.9","61.7","63.5"
17171,"Illinois","Scott County",469637.1766,1860744.952,"32.9","56.5","57.9","50.8","49"
17173,"Illinois","Shelby County",613366.2539,1841985.914,"62.8","62.5","64.8","65.5","63"
17175,"Illinois","Stark County",516503.488,2026296.374,"36.5","58.9","59.7","59.3","64.5"
17177,"Illinois","Stephenson County",518340.5868,2167529.75,"37.4","60.8","60.5","61.1","61.7"
17179,"Illinois","Tazewell County",544608.4966,1962430.678,"42.9","68.9","69.4","69.3","69"
17181,"Illinois","Union County",590458.4912,1624518.104,"63.4","55","57.6","59.6","62.4"
17183,"Illinois","Vermilion County",696913.6606,1937857.55,"55.9","51","50.6","49.3","50.7"
17185,"Illinois","Wabash County",704282.5934,1743089.66,"58.1","64.1","62.3","63.6","63.8"
17187,"Illinois","Warren County",450082.286,1994808.375,"31.5","51.7","54.6","56.1","57.2"
17189,"Illinois","Washington County",569961.9836,1722101.853,"35.8","71.4","74.4","72.4","71.1"
17191,"Illinois","Wayne County",654278.6248,1737059.856,"25","56.6","60.3","58.7","62.7"
17193,"Illinois","White County",678607.3608,1700520.761,"57.2","62.6","62.8","63.3","66.5"
17195,"Illinois","Whiteside County",502107.5172,2099700.873,"50.8","56.6","56.7","59.2","60.6"
17197,"Illinois","Will County",664380.794,2076846.216,"40.5","67.7","69.1","69","68.9"
17199,"Illinois","Williamson County",616627.3918,1655563.581,"37","67.4","68.5","69.2","70.5"
17201,"Illinois","Winnebago County",559446.6987,2168656.848,"29.7","54.6","55.4","56.4","57.4"
17203,"Illinois","Woodford County",567729.7886,1995573.066,"45.6","71.3","73.1","72.8","72.2"
18001,"Indiana","Adams County",924399.3799,2024380.498,"40.6","47.8","50.5","49.4","47.3"
18003,"Indiana","Allen County",909147.7872,2061564.647,"61.6","64.2","64.6","65.1","65.7"
18005,"Indiana","Bartholomew County",862698.7485,1843863.272,"50.6","63.2","63.4","61.7","62.2"
18007,"Indiana","Benton County",728073.9416,1988216.248,"50.9","50.3","51","51","52"
18009,"Indiana","Blackford County",895516.2179,1990407.339,"62.1","41","43.5","42","49.2"
18011,"Indiana","Boone County",804640.1413,1933101.378,"42.8","76.3","77.4","76.2","78"
18013,"Indiana","Brown County",834711.3912,1839876.471,"40.4","49.7","51.3","50.4","56.3"
18015,"Indiana","Carroll County",790757.7646,1991587.015,"71.6","53.6","53.6","52.7","50.8"
18017,"Indiana","Cass County",806881.78,2013313.817,"46.9","41.9","40.3","43.1","44"
18019,"Indiana","Clark County",887701.4335,1764454.305,"42.3","58.8","58.4","59.3","62.5"
18021,"Indiana","Clay County",757060.7678,1854343.201,"34.6","54.5","52.7","52.1","49.8"
18023,"Indiana","Clinton County",801268.0502,1961021.213,"46.4","43.4","42.6","43.6","45.6"
18025,"Indiana","Crawford County",825883.951,1737083.519,"41","34.8","36.8","37.1","39.9"
18027,"Indiana","Daviess County",768044.288,1777633.261,"33.4","43.1","44.4","43.6","43.2"
18029,"Indiana","Dearborn County",942098.5479,1845855.084,"42.1","55.4","57.3","55.8","58.5"
18031,"Indiana","Decatur County",895208.4258,1858834.31,"49","48","49.8","50.1","50.6"
18033,"Indiana","Dekalb County",910770.7557,2096336.51,"37.8","53.8","56.4","55.7","55.1"
18035,"Indiana","Delaware County",892524.0681,1962347.197,"39.6","59.2","59.6","61.8","64.4"
18037,"Indiana","Dubois County",788163.4227,1741499.586,"38.1","52.3","54.9","57.4","58.8"
18039,"Indiana","Elkhart County",837486.1294,2110625.775,"85.4","44.4","44.9","45.9","45.8"
18041,"Indiana","Fayette County",918362.523,1898961.411,"61.2","41.9","43.1","43.7","44.1"
18043,"Indiana","Floyd County",872464.1646,1744953.393,"57.5","61.1","62.4","62.3","63.7"
18045,"Indiana","Fountain County",738828.2985,1934616.306,"90.4","52.4","50.2","52.4","53.9"
18047,"Indiana","Franklin County",931220.0079,1875005.262,"67.8","50.9","57.5","54.5","56.2"
18049,"Indiana","Fulton County",810483.2987,2045829.395,"55.7","43.1","48.2","47.7","50.1"
18051,"Indiana","Gibson County",727883.8538,1730000.272,"51.4","52.4","60","64.7","64.1"
18053,"Indiana","Grant County",867441.0823,1992032.531,"59.8","49.7","51.9","52.2","51.4"
18055,"Indiana","Greene County",773903.2312,1815814.161,"44.6","50.2","53.1","55.5","54.8"
18057,"Indiana","Hamilton County",839456.354,1939057.795,"43","84.9","86.6","86.1","86.2"
18059,"Indiana","Hancock County",865873.2208,1913777.103,"79.4","64.5","64.9","67.1","69.3"
18061,"Indiana","Harrison County",856320.7043,1729285.19,"61.5","56.1","57.6","57","57.5"
18063,"Indiana","Hendricks County",804309.4644,1901380.234,"41.1","71.8","72.2","72.8","72.6"
18065,"Indiana","Henry County",896290.5348,1929315.726,"49","50.6","49.5","50.2","51.2"
18067,"Indiana","Howard County",829216.4799,1984324.209,"45.7","55.5","58.1","59","57.9"
18069,"Indiana","Huntington County",877463.4301,2028419.06,"31.2","56.1","57.1","57.6","58.1"
18071,"Indiana","Jackson County",854331.7623,1809234.399,"51.1","47.9","47","47.3","48"
18073,"Indiana","Jasper County",739984.468,2036146.681,"44.6","54.2","53.4","56.2","55.4"
18075,"Indiana","Jay County",922626.0929,1989459.877,"41.6","43","44.4","43.2","44.5"
18077,"Indiana","Jefferson County",907008.1922,1801329.912,"46.6","48.9","48.3","50.4","48.3"
18079,"Indiana","Jennings County",888248.6618,1823154.088,"49.7","42.7","47.7","46.5","44.8"
18081,"Indiana","Johnson County",842045.1086,1873710.509,"46.1","64.5","64.4","65.3","66.6"
18083,"Indiana","Knox County",738488.1755,1773464.6,"63.2","57.8","58.3","58.8","58.4"
18085,"Indiana","Kosciusko County",841549.3577,2071276.346,"54.9","51.1","52.6","52.8","53.6"
18087,"Indiana","Lagrange County",872475.1465,2119489.397,"44.6","28.9","28.7","26.7","27.6"
18089,"Indiana","Lake County",713894.1623,2078021.042,"39.6","58.2","59.2","59.8","60.2"
18091,"Indiana","Laporte County",765476.6428,2097406.08,"41.7","52.7","52.1","52.8","54.2"
18093,"Indiana","Lawrence County",816974.2406,1798024.567,"34.2","45.1","47.1","50.3","50.9"
18095,"Indiana","Madison County",866320.1719,1951933.696,"50.9","52.1","53.2","54.2","56"
18097,"Indiana","Marion County",835563.2279,1905901.36,"56.3","58.5","59.3","59.9","60.3"
18099,"Indiana","Marshall County",807452.6016,2076769.066,"43","46.6","48.2","51.4","52.5"
18101,"Indiana","Martin County",791044.7831,1780467.356,"68.7","54.5","53.5","59.1","57.9"
18103,"Indiana","Miami County",831851.4065,2016769.665,"28.6","45.8","45.2","48.8","49.2"
18105,"Indiana","Monroe County",809973.927,1833368.063,"46","76.6","78.2","77.9","77.3"
18107,"Indiana","Montgomery County",769010.8198,1928372.586,"55.7","47.6","47.1","48.6","49.5"
18109,"Indiana","Morgan County",812912.2768,1869786.075,"51.3","50.9","54.9","54.2","54.3"
18111,"Indiana","Newton County",717272.6066,2026493.824,"60.3","47.4","49.9","50.6","49.8"
18113,"Indiana","Noble County",876273.6427,2092435.713,"51.9","45.3","46.1","46.1","48.4"
18115,"Indiana","Ohio County",945343.744,1824253.563,"55.2","45","46.8","47.2","40.8"
18117,"Indiana","Orange County",819302.2035,1764491.254,"39","46.2","48.3","48.8","48.9"
18119,"Indiana","Owen County",781535.8982,1847652.699,"57.7","44.8","47.2","49.1","49.7"
18121,"Indiana","Parke County",745390.7514,1896113.483,"56.2","48.3","50.1","51.4","50.7"
18123,"Indiana","Perry County",812124.0501,1711782.782,"58","45.8","46.7","45.3","44.4"
18125,"Indiana","Pike County",757432.3317,1742448.513,"49.2","47.2","46.8","50","48.8"
18127,"Indiana","Porter County",739391.7956,2085314.378,"33.7","65.5","66.5","66.4","67.4"
18129,"Indiana","Posey County",706185.9715,1695499.66,"48.4","64.7","65.1","66.7","69.1"
18131,"Indiana","Pulaski County",774425.8215,2041592.844,"47.5","50.4","49.6","49.7","49.9"
18133,"Indiana","Putnam County",777117.3585,1887038.273,"38.8","52.7","55.3","53.1","52.9"
18135,"Indiana","Randolph County",925777.3487,1958208.105,"41.3","49.3","51.5","54.5","55.5"
18137,"Indiana","Ripley County",918028.234,1838373.099,"34.8","50.2","52.6","52.1","55.7"
18139,"Indiana","Rush County",894349.3104,1894016.166,"56.6","46.5","46.8","46.5","44.9"
18141,"Indiana","St. Joseph County",801787.3836,2109020.688,"36.2","62.1","63.7","63.9","64.8"
18143,"Indiana","Scott County",881809.9357,1787358.932,"24.3","37","39.8","44.5","45.8"
18145,"Indiana","Shelby County",867942.813,1880196.079,"57.6","50.8","49.9","51.3","50.2"
18147,"Indiana","Spencer County",780813.3537,1701387.313,"40.5","51.6","54.5","54.5","56.2"
18149,"Indiana","Starke County",776032.2004,2068647.592,"46.9","42.4","46","51.4","50.4"
18151,"Indiana","Steuben County",907420.2197,2123664.052,"55.8","55.4","56.8","56.3","59.6"
18153,"Indiana","Sullivan County",734793.7205,1818109.147,"68.9","48.7","50","50.8","52.3"
18155,"Indiana","Switzerland County",940833.115,1809775.274,"39.4","38.1","41.3","39.5","38.7"
18157,"Indiana","Tippecanoe County",765222.0221,1967214.137,"43.8","69.8","70.3","70.6","71.2"
18159,"Indiana","Tipton County",836649.3446,1965682.238,"48.8","52.7","56.3","60.3","64.6"
18161,"Indiana","Union County",939965.7255,1899806.177,"56.1","60.6","58","58.6","56.4"
18163,"Indiana","Vanderburgh County",730685.3897,1698046.721,"43.6","65.1","65.8","65.5","65"
18165,"Indiana","Vermillion County",722828.1794,1903078.279,"47.8","51.2","54.6","54.8","53.5"
18167,"Indiana","Vigo County",733398.8774,1856425.556,"52.6","57.3","59","58.5","58.4"
18169,"Indiana","Wabash County",851824.9001,2027483.492,"39.5","50.6","51.1","53.3","53.5"
18171,"Indiana","Warren County",727149.5913,1958963.325,"52.2","43.8","46.2","50.6","55.1"
18173,"Indiana","Warrick County",757172.2441,1707970.264,"50","66.3","68.8","69.9","71.1"
18175,"Indiana","Washington County",852100.3975,1774444.164,"35.5","41.8","43.8","42.8","44"
18177,"Indiana","Wayne County",929690.3298,1925598.969,"52.6","49.3","51.6","52.3","53.7"
18179,"Indiana","Wells County",900926.5097,2019814.065,"50.2","54.7","56.9","56.8","57.4"
18181,"Indiana","White County",763719.8756,2007700.787,"49.1","54.2","55.2","56.7","53.9"
18183,"Indiana","Whitley County",872241.2986,2062800.946,"48.4","56.7","57.3","57.7","59.3"
19001,"Iowa","Adair County",126979.73,2037042.987,"61.3","60.8","65.1","62.5","60.5"
19003,"Iowa","Adams County",108485.4311,2002992.224,"40.6","60.8","63.7","64.3","61.3"
19005,"Iowa","Allamakee County",373019.536,2263480.592,"37.2","58.3","59.8","60.8","60.4"
19007,"Iowa","Appanoose County",262195.2636,1974559.667,"40.7","59.1","61.8","62.7","65"
19009,"Iowa","Audubon County",90422.1187,2076124.035,"62.6","66.9","63.4","66.6","65.3"
19011,"Iowa","Benton County",323284.5696,2126557.933,"33","67.1","70.5","69.7","69.3"
19013,"Iowa","Black Hawk County",301555.3197,2169340.175,"55.8","67.5","66.8","65","65.4"
19015,"Iowa","Boone County",170074.2808,2116854.726,"44.8","67.3","66.2","63.4","63.1"
19017,"Iowa","Bremer County",299476.6207,2203335.531,"50.1","78.5","78.1","78.4","77.9"
19019,"Iowa","Buchanan County",340022.3124,2171034.472,"53.5","62.9","61.3","60.3","63.2"
19021,"Iowa","Buena Vista County",69108.36489,2193458.339,"56.3","47.4","47.2","50.5","50.7"
19023,"Iowa","Butler County",261248.2436,2197144.672,"64.4","60.1","64.8","66.2","68"
19025,"Iowa","Calhoun County",111226.9198,2154787.602,"44.8","68.8","68.7","68","64.8"
19027,"Iowa","Carroll County",93706.58485,2115515.481,"52.4","60.6","63.5","66.5","68.2"
19029,"Iowa","Cass County",89026.88698,2036605.62,"47.9","55.2","55","56.7","54.3"
19031,"Iowa","Cedar County",401562.3863,2095733.938,"54.2","67.8","63.1","62.7","64.2"
19033,"Iowa","Cerro Gordo County",221792.9796,2235038.118,"51","70.3","71.4","72.1","72.1"
19035,"Iowa","Cherokee County",30614.48424,2193197.77,"42.9","68.7","71.3","67.8","69.4"
19037,"Iowa","Chickasaw County",298264.7322,2235197.831,"46.2","53","53.5","53.9","58.7"
19039,"Iowa","Clarke County",184722.243,2004382.163,"43.7","50.7","59.4","57.8","58.3"
19041,"Iowa","Clay County",68764.93367,2232227.208,"50.4","65.3","70","67.7","68.6"
19043,"Iowa","Clayton County",378504.1904,2214606.795,"70.5","58.2","57.5","58.4","59.1"
19045,"Iowa","Clinton County",450219.0567,2112495.977,"57.6","61.7","64.8","66.1","68.2"
19047,"Iowa","Crawford County",50813.11295,2115240.547,"70.1","47.1","45.5","49.5","47.4"
19049,"Iowa","Dallas County",161985.185,2077323.787,"47.8","82.1","83.4","82.5","82.8"
19051,"Iowa","Davis County",300553.4465,1976422.929,"51.2","60","55.6","59.9","60.4"
19053,"Iowa","Decatur County",185386.887,1971762.074,"64","55.5","60.4","60","57.7"
19055,"Iowa","Delaware County",378386.6605,2172851.325,"55","60.1","59.9","63.1","57.5"
19057,"Iowa","Des Moines County",402342.2931,2000561.349,"50.7","65.6","67","65.6","67"
19059,"Iowa","Dickinson County",68467.8013,2265209.116,"59.2","72.3","73.6","72.3","71.7"
19061,"Iowa","Dubuque County",417965.3108,2174564.571,"55.1","69.6","70.8","71.5","71.8"
19063,"Iowa","Emmet County",106560.6242,2265644.577,"73.3","60.9","58.4","61.7","63.5"
19065,"Iowa","Fayette County",337556.7006,2214733.662,"59.5","61.7","64.2","65","64.1"
19067,"Iowa","Floyd County",260070.9716,2233807.786,"57.3","62.1","61.1","61.6","58.9"
19069,"Iowa","Franklin County",222807.3188,2196050.66,"56.9","55.6","53.6","52.9","51.9"
19071,"Iowa","Fremont County",33101.99954,1970567.596,"61.6","53.6","53.3","55.2","62.5"
19073,"Iowa","Greene County",131833.6127,2116062.937,"50.3","67.2","67.3","63.3","64.7"
19075,"Iowa","Grundy County",262381.9964,2160297.042,"60.5","74.2","74.8","72.9","73.3"
19077,"Iowa","Guthrie County",123864.1142,2076510.769,"62.8","65.8","64.3","60.3","61.6"
19079,"Iowa","Hamilton County",187606.7987,2156115.558,"56.3","62.2","59.8","64.3","63.1"
19081,"Iowa","Hancock County",183469.8445,2234029.842,"56.2","59.8","61.2","63.9","64.3"
19083,"Iowa","Hardin County",225744.6941,2157126.805,"62","69.7","66.9","66.7","65.8"
19085,"Iowa","Harrison County",15119.18115,2075507.848,"45.1","67.7","67.2","67.5","69.8"
19087,"Iowa","Henry County",371726.6301,2006310.783,"41.7","60.4","61.2","62.1","63.1"
19089,"Iowa","Howard County",297027.6615,2268299.117,"50.5","62.1","61","53.7","57"
19091,"Iowa","Humboldt County",145838.276,2199113.136,"40.1","58.1","58","61.4","58.3"
19093,"Iowa","Ida County",39800.64912,2154285.31,"29.2","73.2","71.3","69.4","68.2"
19095,"Iowa","Iowa County",325186.9778,2082542.219,"32.6","70.3","70.4","71.4","72.1"
19097,"Iowa","Jackson County",445033.4261,2142858.451,"53.7","53.1","55","58.1","60.4"
19099,"Iowa","Jasper County",243429.4564,2079565.207,"57.5","59.2","58.3","60.8","60.9"
19101,"Iowa","Jefferson County",337808.6977,2009744.009,"47.7","64.4","66.9","73.6","72.2"
19103,"Iowa","Johnson County",364639.9231,2082623.856,"56.3","84.4","84.2","83.5","83.5"
19105,"Iowa","Jones County",399652.4049,2134706.363,"70.3","59.9","63","62.6","63.8"
19107,"Iowa","Keokuk County",317280.946,2043040.46,"38.8","62.2","62.8","63.9","66.6"
19109,"Iowa","Kossuth County",144964.4549,2246831.972,"61.9","69.4","71.2","72.7","75.6"
19111,"Iowa","Lee County",378971.572,1967927.518,"45.5","54","55.5","59.7","60.2"
19113,"Iowa","Linn County",361588.8858,2128139.79,"70.9","75.2","76.2","76.2","75.9"
19115,"Iowa","Louisa County",394186.8724,2033284.683,"56.7","46.5","48.1","50.5","50.6"
19117,"Iowa","Lucas County",222855.6274,2005445.003,"73.8","54.4","56.4","57.3","62.1"
19119,"Iowa","Lyon County",-16948.26445,2265298.221,"49.1","65.9","66.2","69.1","70.8"
19121,"Iowa","Madison County",164804.8145,2037744.011,"47.3","59.7","59.3","63.5","65.6"
19123,"Iowa","Mahaska County",278917.991,2041446.255,"47.9","59.5","65.3","66.3","65.7"
19125,"Iowa","Marion County",240861.6699,2040111.04,"46.1","70","72","75","74.6"
19127,"Iowa","Marshall County",246706.6338,2118819.696,"52.6","54.8","57.5","57.9","56.7"
19129,"Iowa","Mills County",31580.0821,2002817.848,"38.4","69.6","66.9","63.7","61.8"
19131,"Iowa","Mitchell County",258995.3648,2266883.053,"36.5","66.2","64.6","65.4","63.4"
19133,"Iowa","Monona County",3293.847737,2116791.704,"50.7","56.3","59.7","60","61.7"
19135,"Iowa","Monroe County",261099.7837,2006646.47,"60.1","64.9","65.3","64.5","63.1"
19137,"Iowa","Montgomery County",70359.95979,2002690.949,"55.6","63","62.9","62","59.8"
19139,"Iowa","Muscatine County",404834.9501,2063584.636,"53","57.5","57.9","57.1","57.4"
19141,"Iowa","Obrien County",30392.48146,2232101.863,"78.2","63.6","64.3","61","66.1"
19143,"Iowa","Osceola County",30304.03193,2265053.776,"37.6","59.2","56.3","56.8","54.2"
19145,"Iowa","Page County",71180.59004,1970101.266,"69.4","57.9","63.1","62.7","64.1"
19147,"Iowa","Palo Alto County",107050.1727,2232604.47,"38","70.2","71.7","75.5","74.3"
19149,"Iowa","Plymouth County",-17438.5389,2193405.571,"63","66.2","66.5","68.2","68.9"
19151,"Iowa","Pocahontas County",107559.6593,2193756.571,"54.1","65.1","65.9","65.8","65.9"
19153,"Iowa","Polk County",200487.1238,2078275.448,"50.9","71.6","73.1","72.5","72.8"
19155,"Iowa","Pottawattamie County",37962.30967,2036787.279,"63.4","59.6","60.4","61","62.2"
19157,"Iowa","Poweshiek County",286601.3036,2081077.843,"43.4","64.3","68.1","67.3","68.9"
19159,"Iowa","Ringgold County",147094.3715,1970691.257,"62.8","66.2","68.5","67.7","65.5"
19161,"Iowa","Sac County",73184.54257,2154451.876,"66.8","64.9","66.8","70.3","65.6"
19163,"Iowa","Scott County",444389.5047,2082878.757,"48.9","73","75","74.9","74.2"
19165,"Iowa","Shelby County",57010.71377,2075877.348,"55.7","65.9","68.6","68.8","71.2"
19167,"Iowa","Sioux County",-14426.21426,2232000.384,"58.2","60.8","62.6","61.6","64"
19169,"Iowa","Story County",208413.8854,2117738.254,"48.8","87.5","87.2","86.6","84.8"
19171,"Iowa","Tama County",284855.3873,2125038.303,"34.9","59.3","62.4","63.2","60.8"
19173,"Iowa","Taylor County",109212.3351,1970341.953,"57.2","56.7","58.3","58.2","61.3"
19175,"Iowa","Union County",146599.5964,2003458.933,"45","59.6","62.2","63.5","62.7"
19177,"Iowa","Van Buren County",338986.8189,1978567.404,"66.5","59.6","55.2","54.3","57.8"
19179,"Iowa","Wapello County",299400.372,2008086.908,"52.9","51.3","50.7","52.3","51"
19181,"Iowa","Warren County",202520.0603,2039011.839,"52","72.4","73.4","71.3","74"
19183,"Iowa","Washington County",355529.9684,2044557.049,"56.2","64","66.1","67.9","67.9"
19185,"Iowa","Wayne County",223799.0774,1972984.748,"63.4","60.2","58.6","61.9","61.4"
19187,"Iowa","Webster County",148659.8492,2160182.53,"48.8","58.4","59.8","62.4","64.6"
